Time,Temperature,v_sigma,technique,kernel,smooth,variogram_model,nugget
9.373737373737374,588.6868686868687,0.0017247908818644312,kriging,,,gaussian,0.0
9.474747474747474,588.6868686868687,0.0017247929930951954,kriging,,,gaussian,0.0
9.575757575757574,588.6868686868687,0.0017247953914900733,kriging,,,gaussian,0.0
9.676767676767676,588.6868686868687,0.001724798096561418,kriging,,,gaussian,0.0
9.777777777777779,588.6868686868687,0.0017248011367699961,kriging,,,gaussian,0.0
9.878787878787879,588.6868686868687,0.0017248045436796375,kriging,,,gaussian,0.0
9.97979797979798,588.6868686868687,0.001724808342207974,kriging,,,gaussian,0.0
10.080808080808081,588.6868686868687,0.0017248125767475864,kriging,,,gaussian,0.0
10.181818181818182,588.6868686868687,0.0017248172744811822,kriging,,,gaussian,0.0
10.282828282828282,588.6868686868687,0.0017248224762213714,kriging,,,gaussian,0.0
10.383838383838384,588.6868686868687,0.0017248282187808078,kriging,,,gaussian,0.0
10.484848484848484,588.6868686868687,0.001724834541969616,kriging,,,gaussian,0.0
10.585858585858587,588.6868686868687,0.001724841496380815,kriging,,,gaussian,0.0
10.686868686868687,588.6868686868687,0.0017248491234536187,kriging,,,gaussian,0.0
10.787878787878787,588.6868686868687,0.0017248574695960634,kriging,,,gaussian,0.0
10.88888888888889,588.6868686868687,0.001724866589519396,kriging,,,gaussian,0.0
10.98989898989899,588.6868686868687,0.001724876528776925,kriging,,,gaussian,0.0
11.09090909090909,588.6868686868687,0.001724887355899122,kriging,,,gaussian,0.0
11.191919191919192,588.6868686868687,0.0017248991145796676,kriging,,,gaussian,0.0
11.292929292929292,588.6868686868687,0.0017249118710096292,kriging,,,gaussian,0.0
11.393939393939394,588.6868686868687,0.0017249256901546483,kriging,,,gaussian,0.0
11.494949494949495,588.6868686868687,0.0017249406443709894,kriging,,,gaussian,0.0
11.595959595959595,588.6868686868687,0.0017249567863404736,kriging,,,gaussian,0.0
11.696969696969697,588.6868686868687,0.0017249742037369336,kriging,,,gaussian,0.0
11.797979797979798,588.6868686868687,0.0017249929599483247,kriging,,,gaussian,0.0
11.8989898989899,588.6868686868687,0.001725013140909598,kriging,,,gaussian,0.0
12.0,588.6868686868687,0.0017250348252295712,kriging,,,gaussian,0.0
2.0,590.1010101010102,0.001555145878659467,kriging,,,gaussian,0.0
2.101010101010101,590.1010101010102,0.0015551458347983517,kriging,,,gaussian,0.0
2.202020202020202,590.1010101010102,0.0015551457948004333,kriging,,,gaussian,0.0
2.303030303030303,590.1010101010102,0.0015551457414821053,kriging,,,gaussian,0.0
2.404040404040404,590.1010101010102,0.0015551456872247445,kriging,,,gaussian,0.0
2.505050505050505,590.1010101010102,0.0015551456308568869,kriging,,,gaussian,0.0
2.606060606060606,590.1010101010102,0.0015551455710660512,kriging,,,gaussian,0.0
2.707070707070707,590.1010101010102,0.0015551455045559597,kriging,,,gaussian,0.0
2.808080808080808,590.1010101010102,0.0015551454333091828,kriging,,,gaussian,0.0
2.909090909090909,590.1010101010102,0.0015551453598032024,kriging,,,gaussian,0.0
3.0101010101010104,590.1010101010102,0.001555145290717156,kriging,,,gaussian,0.0
3.111111111111111,590.1010101010102,0.0015551452198472363,kriging,,,gaussian,0.0
3.212121212121212,590.1010101010102,0.0015551451436183737,kriging,,,gaussian,0.0
3.313131313131313,590.1010101010102,0.0015551450753841782,kriging,,,gaussian,0.0
3.4141414141414144,590.1010101010102,0.0015551450011157106,kriging,,,gaussian,0.0
3.515151515151515,590.1010101010102,0.0015551449300911912,kriging,,,gaussian,0.0
3.616161616161616,590.1010101010102,0.0015551448608469075,kriging,,,gaussian,0.0
3.717171717171717,590.1010101010102,0.0015551447974120115,kriging,,,gaussian,0.0
3.8181818181818183,590.1010101010102,0.0015551447341270233,kriging,,,gaussian,0.0
3.919191919191919,590.1010101010102,0.0015551446806978473,kriging,,,gaussian,0.0
4.020202020202021,590.1010101010102,0.001555144625332138,kriging,,,gaussian,0.0
4.121212121212121,590.1010101010102,0.0015551445757659016,kriging,,,gaussian,0.0
4.222222222222222,590.1010101010102,0.001555144532578345,kriging,,,gaussian,0.0
4.3232323232323235,590.1010101010102,0.0015551444940715537,kriging,,,gaussian,0.0
4.424242424242424,590.1010101010102,0.001555144456667003,kriging,,,gaussian,0.0
