Time,Temperature,A32_sigma,technique,kernel,smooth,variogram_model,nugget
5.232323232323232,526.4646464646464,1.2298811687517213,kriging,,,exponential,0.0
5.333333333333334,526.4646464646464,1.228207363731834,kriging,,,exponential,0.0
5.434343434343434,526.4646464646464,1.2265133875180456,kriging,,,exponential,0.0
5.5353535353535355,526.4646464646464,1.2248784771868584,kriging,,,exponential,0.0
5.636363636363637,526.4646464646464,1.2233967501546925,kriging,,,exponential,0.0
5.737373737373737,526.4646464646464,1.222165274374124,kriging,,,exponential,0.0
5.838383838383838,526.4646464646464,1.2212718106641915,kriging,,,exponential,0.0
5.9393939393939394,526.4646464646464,1.220783566766344,kriging,,,exponential,0.0
6.040404040404041,526.4646464646464,1.220738424005404,kriging,,,exponential,0.0
6.141414141414141,526.4646464646464,1.2211399206966271,kriging,,,exponential,0.0
6.242424242424242,526.4646464646464,1.2219567807529996,kriging,,,exponential,0.0
6.343434343434343,526.4646464646464,1.2231270635525582,kriging,,,exponential,0.0
6.444444444444445,526.4646464646464,1.2245662770734573,kriging,,,exponential,0.0
6.545454545454545,526.4646464646464,1.2261782452677232,kriging,,,exponential,0.0
6.646464646464646,526.4646464646464,1.2278672779574389,kriging,,,exponential,0.0
6.747474747474747,526.4646464646464,1.2295502601309185,kriging,,,exponential,0.0
6.848484848484849,526.4646464646464,1.2311675584923834,kriging,,,exponential,0.0
6.94949494949495,526.4646464646464,1.2326919965843688,kriging,,,exponential,0.0
7.05050505050505,526.4646464646464,1.2341354561718019,kriging,,,exponential,0.0
7.151515151515151,526.4646464646464,1.2355528574300654,kriging,,,exponential,0.0
7.252525252525253,526.4646464646464,1.2370433497276307,kriging,,,exponential,0.0
7.353535353535354,526.4646464646464,1.2387485513671443,kriging,,,exponential,0.0
7.454545454545454,526.4646464646464,1.2408476809773472,kriging,,,exponential,0.0
7.555555555555555,526.4646464646464,1.2435495027335859,kriging,,,exponential,0.0
7.656565656565657,526.4646464646464,1.2470812240043705,kriging,,,exponential,0.0
7.757575757575758,526.4646464646464,1.251674857338247,kriging,,,exponential,0.0
7.858585858585858,526.4646464646464,1.2575520423695927,kriging,,,exponential,0.0
7.959595959595959,526.4646464646464,1.2649087954710947,kriging,,,exponential,0.0
8.06060606060606,526.4646464646464,1.2739019441952948,kriging,,,exponential,0.0
8.161616161616163,526.4646464646464,1.2846389528832052,kriging,,,exponential,0.0
8.262626262626263,526.4646464646464,1.297172394405914,kriging,,,exponential,0.0
8.363636363636363,526.4646464646464,1.3114995566648266,kriging,,,exponential,0.0
8.464646464646464,526.4646464646464,1.3275668033655441,kriging,,,exponential,0.0
8.565656565656566,526.4646464646464,1.3452775860466772,kriging,,,exponential,0.0
8.666666666666668,526.4646464646464,1.3645026076325866,kriging,,,exponential,0.0
8.767676767676768,526.4646464646464,1.3850906128972296,kriging,,,exponential,0.0
8.868686868686869,526.4646464646464,1.4068785497774459,kriging,,,exponential,0.0
8.969696969696969,526.4646464646464,1.4297002649693098,kriging,,,exponential,0.0
9.070707070707071,526.4646464646464,1.4533933290305243,kriging,,,exponential,0.0
9.171717171717171,526.4646464646464,1.4778039377996182,kriging,,,exponential,0.0
9.272727272727273,526.4646464646464,1.5027900710069662,kriging,,,exponential,0.0
9.373737373737374,526.4646464646464,1.5282232100809807,kriging,,,exponential,0.0
9.474747474747474,526.4646464646464,1.5539889517312488,kriging,,,exponential,0.0
9.575757575757574,526.4646464646464,1.5799868334347882,kriging,,,exponential,0.0
9.676767676767676,526.4646464646464,1.606129638503479,kriging,,,exponential,0.0
9.777777777777779,526.4646464646464,1.6323423910615074,kriging,,,exponential,0.0
9.878787878787879,526.4646464646464,1.658561196392238,kriging,,,exponential,0.0
9.97979797979798,526.4646464646464,1.6847320352520165,kriging,,,exponential,0.0
10.080808080808081,526.4646464646464,1.710809583603816,kriging,,,exponential,0.0
10.181818181818182,526.4646464646464,1.7367561013928887,kriging,,,exponential,0.0
10.282828282828282,526.4646464646464,1.7625404140940026,kriging,,,exponential,0.0
10.383838383838384,526.4646464646464,1.788136997158301,kriging,,,exponential,0.0
10.484848484848484,526.4646464646464,1.8135251646165085,kriging,,,exponential,0.0
10.585858585858587,526.4646464646464,1.8386883576418414,kriging,,,exponential,0.0
10.686868686868687,526.4646464646464,1.863613525796902,kriging,,,exponential,0.0
10.787878787878787,526.4646464646464,1.888290592210337,kriging,,,exponential,0.0
10.88888888888889,526.4646464646464,1.9127119934830006,kriging,,,exponential,0.0
