Time,Temperature,delta_R_sigma,technique,kernel,smooth,variogram_model,nugget
11.696969696969697,474.14141414141415,0.035000590957494436,kriging,,,exponential,0.0
11.797979797979798,474.14141414141415,0.035034416525374375,kriging,,,exponential,0.0
11.8989898989899,474.14141414141415,0.035069010746394916,kriging,,,exponential,0.0
12.0,474.14141414141415,0.03510436958477428,kriging,,,exponential,0.0
2.0,475.55555555555554,0.03557002151367742,kriging,,,exponential,0.0
2.101010101010101,475.55555555555554,0.035526093855847145,kriging,,,exponential,0.0
2.202020202020202,475.55555555555554,0.03548291768755258,kriging,,,exponential,0.0
2.303030303030303,475.55555555555554,0.03544049896731956,kriging,,,exponential,0.0
2.404040404040404,475.55555555555554,0.035398843522797395,kriging,,,exponential,0.0
2.505050505050505,475.55555555555554,0.03535795704900098,kriging,,,exponential,0.0
2.606060606060606,475.55555555555554,0.03531784510667701,kriging,,,exponential,0.0
2.707070707070707,475.55555555555554,0.03527851312079551,kriging,,,exponential,0.0
2.808080808080808,475.55555555555554,0.03523996637916792,kriging,,,exponential,0.0
2.909090909090909,475.55555555555554,0.035202210031192685,kriging,,,exponential,0.0
3.0101010101010104,475.55555555555554,0.035165249086725366,kriging,,,exponential,0.0
3.111111111111111,475.55555555555554,0.03512908841507638,kriging,,,exponential,0.0
3.212121212121212,475.55555555555554,0.03509373274413512,kriging,,,exponential,0.0
3.313131313131313,475.55555555555554,0.03505918665961494,kriging,,,exponential,0.0
3.4141414141414144,475.55555555555554,0.03502545460442602,kriging,,,exponential,0.0
3.515151515151515,475.55555555555554,0.03499254087816593,kriging,,,exponential,0.0
3.616161616161616,475.55555555555554,0.03496044963673043,kriging,,,exponential,0.0
3.717171717171717,475.55555555555554,0.0349291848920425,kriging,,,exponential,0.0
3.8181818181818183,475.55555555555554,0.034898750511894026,kriging,,,exponential,0.0
3.919191919191919,475.55555555555554,0.03486915021990034,kriging,,,exponential,0.0
4.020202020202021,475.55555555555554,0.03484038759556192,kriging,,,exponential,0.0
4.121212121212121,475.55555555555554,0.03481246607443098,kriging,,,exponential,0.0
4.222222222222222,475.55555555555554,0.03478538894837946,kriging,,,exponential,0.0
4.3232323232323235,475.55555555555554,0.034759159365963736,kriging,,,exponential,0.0
4.424242424242424,475.55555555555554,0.03473378033288209,kriging,,,exponential,0.0
4.525252525252525,475.55555555555554,0.03470925471252118,kriging,,,exponential,0.0
4.626262626262626,475.55555555555554,0.03468558522658511,kriging,,,exponential,0.0
4.727272727272727,475.55555555555554,0.034662774455804575,kriging,,,exponential,0.0
4.828282828282829,475.55555555555554,0.034640824840720466,kriging,,,exponential,0.0
4.929292929292929,475.55555555555554,0.03461973868253604,kriging,,,exponential,0.0
5.03030303030303,475.55555555555554,0.03459951814403386,kriging,,,exponential,0.0
5.1313131313131315,475.55555555555554,0.03458016525055022,kriging,,,exponential,0.0
5.232323232323232,475.55555555555554,0.03456168189100595,kriging,,,exponential,0.0
5.333333333333334,475.55555555555554,0.03454406981898303,kriging,,,exponential,0.0
5.434343434343434,475.55555555555554,0.03452733065384629,kriging,,,exponential,0.0
5.5353535353535355,475.55555555555554,0.034511465881901876,kriging,,,exponential,0.0
5.636363636363637,475.55555555555554,0.034496476857589296,kriging,,,exponential,0.0
5.737373737373737,475.55555555555554,0.034482364804700516,kriging,,,exponential,0.0
5.838383838383838,475.55555555555554,0.03446913081762117,kriging,,,exponential,0.0
5.9393939393939394,475.55555555555554,0.03445677586258964,kriging,,,exponential,0.0
6.040404040404041,475.55555555555554,0.034445300778968714,kriging,,,exponential,0.0
6.141414141414141,475.55555555555554,0.03443470628052478,kriging,,,exponential,0.0
6.242424242424242,475.55555555555554,0.034424992956709935,kriging,,,exponential,0.0
6.343434343434343,475.55555555555554,0.03441616127394295,kriging,,,exponential,0.0
6.444444444444445,475.55555555555554,0.03440821157688458,kriging,,,exponential,0.0
6.545454545454545,475.55555555555554,0.03440114408970264,kriging,,,exponential,0.0
6.646464646464646,475.55555555555554,0.034394958917324886,kriging,,,exponential,0.0
6.747474747474747,475.55555555555554,0.03438965604667339,kriging,,,exponential,0.0
6.848484848484849,475.55555555555554,0.034385235347877824,kriging,,,exponential,0.0
6.94949494949495,475.55555555555554,0.034381696575466525,kriging,,,exponential,0.0
7.05050505050505,475.55555555555554,0.034379039369530025,kriging,,,exponential,0.0
7.151515151515151,475.55555555555554,0.03437726325685473,kriging,,,exponential,0.0
7.252525252525253,475.55555555555554,0.03437636765202557,kriging,,,exponential,0.0
7.353535353535354,475.55555555555554,0.034376351858494116,kriging,,,exponential,0.0
7.454545454545454,475.55555555555554,0.03437721506961106,kriging,,,exponential,0.0
7.555555555555555,475.55555555555554,0.03437895636962195,kriging,,,exponential,0.0
7.656565656565657,475.55555555555554,0.03438157473462398,kriging,,,exponential,0.0
7.757575757575758,475.55555555555554,0.034385069033481125,kriging,,,exponential,0.0
7.858585858585858,475.55555555555554,0.034389438028703756,kriging,,,exponential,0.0
7.959595959595959,475.55555555555554,0.03439468037728044,kriging,,,exponential,0.0
8.06060606060606,475.55555555555554,0.03440079463147608,kriging,,,exponential,0.0
8.161616161616163,475.55555555555554,0.03440777923958282,kriging,,,exponential,0.0
8.262626262626263,475.55555555555554,0.034415632546633296,kriging,,,exponential,0.0
8.363636363636363,475.55555555555554,0.034424352795073,kriging,,,exponential,0.0
8.464646464646464,475.55555555555554,0.03443393812539399,kriging,,,exponential,0.0
8.565656565656566,475.55555555555554,0.034444386576727645,kriging,,,exponential,0.0
8.666666666666668,475.55555555555554,0.034455696087403176,kriging,,,exponential,0.0
8.767676767676768,475.55555555555554,0.03446786449546915,kriging,,,exponential,0.0
8.868686868686869,475.55555555555554,0.034480889539180194,kriging,,,exponential,0.0
8.969696969696969,475.55555555555554,0.03449476885745299,kriging,,,exponential,0.0
9.070707070707071,475.55555555555554,0.03450949999029043,kriging,,,exponential,0.0
9.171717171717171,475.55555555555554,0.03452508037917857,kriging,,,exponential,0.0
9.272727272727273,475.55555555555554,0.034541507367458424,kriging,,,exponential,0.0
9.373737373737374,475.55555555555554,0.0345587782006727,kriging,,,exponential,0.0
9.474747474747474,475.55555555555554,0.03457689002689393,kriging,,,exponential,0.0
9.575757575757574,475.55555555555554,0.03459583989703213,kriging,,,exponential,0.0
9.676767676767676,475.55555555555554,0.03461562476512992,kriging,,,exponential,0.0
9.777777777777779,475.55555555555554,0.0346362414886432,kriging,,,exponential,0.0
9.878787878787879,475.55555555555554,0.034657686828713424,kriging,,,exponential,0.0
9.97979797979798,475.55555555555554,0.03467995745043298,kriging,,,exponential,0.0
10.080808080808081,475.55555555555554,0.03470304992310743,kriging,,,exponential,0.0
10.181818181818182,475.55555555555554,0.03472696072051694,kriging,,,exponential,0.0
10.282828282828282,475.55555555555554,0.03475168622118182,kriging,,,exponential,0.0
10.383838383838384,475.55555555555554,0.03477722270863182,kriging,,,exponential,0.0
10.484848484848484,475.55555555555554,0.03480356637168578,kriging,,,exponential,0.0
10.585858585858587,475.55555555555554,0.0348307133047428,kriging,,,exponential,0.0
10.686868686868687,475.55555555555554,0.03485865950808835,kriging,,,exponential,0.0
10.787878787878787,475.55555555555554,0.0348874008882179,kriging,,,exponential,0.0
10.88888888888889,475.55555555555554,0.0349169332581822,kriging,,,exponential,0.0
10.98989898989899,475.55555555555554,0.03494725233795601,kriging,,,exponential,0.0
11.09090909090909,475.55555555555554,0.03497835375483162,kriging,,,exponential,0.0
11.191919191919192,475.55555555555554,0.035010233043844416,kriging,,,exponential,0.0
11.292929292929292,475.55555555555554,0.03504288564822762,kriging,,,exponential,0.0
11.393939393939394,475.55555555555554,0.03507630691990257,kriging,,,exponential,0.0
11.494949494949495,475.55555555555554,0.03511049212000446,kriging,,,exponential,0.0
11.595959595959595,475.55555555555554,0.03514543641944805,kriging,,,exponential,0.0
11.696969696969697,475.55555555555554,0.035181134899534325,kriging,,,exponential,0.0
11.797979797979798,475.55555555555554,0.03521758255259762,kriging,,,exponential,0.0
